slot,arm,luna_side,terminal_cause,luna_outcome,player_turns,requests,luna_turns,tokens,backend_seconds,core_damage,heuristic_core_damage
MATCH-001,strict,red,TEAM_ELIMINATION,loss,7,3,3,45,0.12322670000139624,0,0
MATCH-001,bounded,red,TEAM_ELIMINATION,loss,7,3,3,45,0.11131719994591549,0,0
MATCH-001,stepwise,red,CORE_DESTRUCTION,loss,9,14,4,210,0.5064692000159994,0,30
